,Label,Title,Topic,Type,Category,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date/Time,Post Title,Post Slug,Post Type,User,Activity,IP address,Referrer,Location,User Role,Link,User Email,Visit Duration
1407,ks1a4,,Masse,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1407,1407,1407,1407,1407,1407,1407,1407,12/10/2022 12:23,KS1a4: Masse,ks1a4-masse,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,client@lehrit.de,
1408,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1408,1408,1408,1408,1408,1408,1408,1408,12/10/2022 12:22,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,
1409,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1409,1409,1409,1409,1409,1409,1409,1409,12/10/2022 12:20,KS1a1: Kraft und Wirkung,ka1a1-kraft-und-wirkung,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,client@lehrit.de,
1410,ks1a,,,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1410,1410,1410,1410,1410,1410,1410,1410,12/10/2022 12:20,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
1411,Übersicht,,,,,1411,1411,1411,1411,1411,1411,1411,1411,12/10/2022 12:20,Kraft,kraft-2,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
1412,Tour,,,,,1412,1412,1412,1412,1412,1412,1412,1412,12/10/2022 12:20,EinfÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¼hrungs-Tour,einfuehrungs-tour,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,
1413,Startseite,,,,,1413,1413,1413,1413,1413,1413,1413,1413,12/10/2022 12:20,Startseite,startseite,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/,client@lehrit.de,
1414,Startseite,,,,,1414,1414,1414,1414,1414,1414,1414,1414,12/10/2022 12:19,Startseite,startseite,page,HE1022-832,visited,1f65f006390fd0bbd54e0a0e2a941a7f,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/,client@lehrit.de,
1415,Logout,,,,,1415,1415,1415,1415,1415,1415,1415,1415,12/10/2022 12:10,Logout-Page,logout-page,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,Giessen,subscriber,https://lenvi.l3hrit.de/logout-page/,client@lehrit.de,00:00:22
1416,kd1a2,,Grundgesetz der Translation,Erarbeiten Grundwissen,Kraft und Translationsbewegungen ,1416,1416,1416,1416,1416,1416,1416,1416,12/10/2022 12:07,KD1a2: Grundgesetz der Translation,kd1a2-grundgesetz-der-translation,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/kd1a2b1_1a-beschleunigung-berechnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,client@lehrit.de,00:02:58
1417,kd1a2b1_1a,beschleunigung berechnen,Grundgesetz der Translation,Erarbeiten Grundwissen,Kraft und Translationsbewegungen ,1417,1417,1417,1417,1417,1417,1417,1417,12/10/2022 12:07,KD1a2B1_1A: Beschleunigung berechnen,kd1a2b1_1a-beschleunigung-berechnen,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/kd1a2b1_1a-beschleunigung-berechnen/,client@lehrit.de,00:00:10
1418,kd1a2,,Grundgesetz der Translation,Erarbeiten Grundwissen,Kraft und Translationsbewegungen ,1418,1418,1418,1418,1418,1418,1418,1418,12/10/2022 12:04,KD1a2: Grundgesetz der Translation,kd1a2-grundgesetz-der-translation,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,client@lehrit.de,00:02:59
1419,kd1a,,,Erarbeiten Grundwissen,Kraft und Translationsbewegungen ,1419,1419,1419,1419,1419,1419,1419,1419,12/10/2022 12:04,KD1a: Erarbeiten des Grundwissens,kd1a-erarbeiten-des-grundwissens,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:07
1420,Übersicht,,,,,1420,1420,1420,1420,1420,1420,1420,1420,12/10/2022 12:03,Kraft,kraft-2,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,00:00:07
1421,ks3a,,,Erarbeiten Grundwissen,Besondere Kräfte,1421,1421,1421,1421,1421,1421,1421,1421,12/10/2022 12:03,KS3a: Erarbeiten des Grundwissens,ks3a-erarbeiten-des-grundwissens,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:07
1422,Übersicht,,,,,1422,1422,1422,1422,1422,1422,1422,1422,12/10/2022 12:02,Kraft,kraft-2,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,00:01:00
1423,ks3a,,,Erarbeiten Grundwissen,Besondere Kräfte,1423,1423,1423,1423,1423,1423,1423,1423,12/10/2022 12:02,KS3a: Erarbeiten des Grundwissens,ks3a-erarbeiten-des-grundwissens,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:14
1424,ks3a4,,Federkraft,Erarbeiten Grundwissen,Besondere Kräfte,1424,1424,1424,1424,1424,1424,1424,1424,12/10/2022 12:02,KS3a4: Federkraft,ks3a4-federkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,client@lehrit.de,00:00:03
1425,ks3a2,,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1425,1425,1425,1425,1425,1425,1425,1425,12/10/2022 11:52,KS3a3.5: Normalkraft,ks3a3-5-normalkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/ks3a3-5b2_1-normalkraft-berechnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,client@lehrit.de,00:10:21
1426,ks3a3b2_1,normalkraft berechnen,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1426,1426,1426,1426,1426,1426,1426,1426,12/10/2022 11:50,KS3a3.5B2_1: Normalkraft berechnen,ks3a3-5b2_1-normalkraft-berechnen,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/ks3a3-5b2_1-normalkraft-berechnen/,client@lehrit.de,00:01:32
1427,ks1a2b4_1a,kraftvektoren vergleichen,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1427,1427,1427,1427,1427,1427,1427,1427,12/10/2022 11:49,Ks1a2B4_1A: Kraftvektoren vergleichen,ks1a2b4_1a-kraftvektoren-vergleichen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b4_1a-kraftvektoren-vergleichen/,client@lehrit.de,
1428,ks3a2,,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1428,1428,1428,1428,1428,1428,1428,1428,12/10/2022 11:49,KS3a3.5: Normalkraft,ks3a3-5-normalkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/ks3a3-5b1_1-normalkraft-und-gegenkraft-darstellen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,client@lehrit.de,00:01:04
1429,ks3a3b1_1,normalkraft und gegenkraft darstellen,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1429,1429,1429,1429,1429,1429,1429,1429,12/10/2022 11:45,KS3a3.5B1_1: Normalkraft und Gegenkraft darstellen,ks3a3-5b1_1-normalkraft-und-gegenkraft-darstellen,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/ks3a3-5b1_1-normalkraft-und-gegenkraft-darstellen/,client@lehrit.de,00:04:13
1430,ks3a2,,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1430,1430,1430,1430,1430,1430,1430,1430,12/10/2022 11:35,KS3a3.5: Normalkraft,ks3a3-5-normalkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,client@lehrit.de,00:09:13
1431,ks3a4,,Federkraft,Erarbeiten Grundwissen,Besondere Kräfte,1431,1431,1431,1431,1431,1431,1431,1431,12/10/2022 11:35,KS3a4: Federkraft,ks3a4-federkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-hangabtriebskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,client@lehrit.de,00:00:06
1432,ks3a3a,,Hangabtriebskraft,Erarbeiten Grundwissen,Besondere Kräfte,1432,1432,1432,1432,1432,1432,1432,1432,12/10/2022 11:35,KS3a3: Hangabtriebskraft,ks3a3-hangabtriebskraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a2-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-hangabtriebskraft/,client@lehrit.de,00:00:27
1433,ks3a3,,Normalkraft,Erarbeiten Grundwissen,Besondere Kräfte,1433,1433,1433,1433,1433,1433,1433,1433,12/10/2022 11:35,KS3a2: Auflagekraft,ks3a2-normalkraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a2-normalkraft/ks3a2b4_1a-normalkraefte-zeichnerisch-vergleichen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a2-normalkraft/,client@lehrit.de,00:00:03
1434,ks1a2b4_1a,kraftvektoren vergleichen,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1434,1434,1434,1434,1434,1434,1434,1434,12/10/2022 11:34,Ks1a2B4_1A: Kraftvektoren vergleichen,ks1a2b4_1a-kraftvektoren-vergleichen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b4_1a-kraftvektoren-vergleichen/,client@lehrit.de,
1435,ks3a2b4_1a,normalkraefte zeichnerisch vergleichen,Hangabtriebskraft und Auflagekraft,Erarbeiten Grundwissen,Besondere Kräfte,1435,1435,1435,1435,1435,1435,1435,1435,12/10/2022 11:34,KS3a2B4_1A: AuflagekrÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¤fte zeichnerisch vergleichen,ks3a2b4_1a-normalkraefte-zeichnerisch-vergleichen,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a2-normalkraft/ks3a2b4_1a-normalkraefte-zeichnerisch-vergleichen/,client@lehrit.de,00:00:08
1436,ks3a7,,Hangabtriebskraft und Auflagekraft,Erarbeiten Grundwissen,Besondere Kräfte,1436,1436,1436,1436,1436,1436,1436,1436,12/10/2022 11:24,KS3a7: Zerlegung der Gewichtskraft,ks3a7-zerlegung-der-gewichtskraft,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,client@lehrit.de,00:10:11
1437,ks3a,,,Erarbeiten Grundwissen,Besondere Kräfte,1437,1437,1437,1437,1437,1437,1437,1437,12/10/2022 11:24,KS3a: Erarbeiten des Grundwissens,ks3a-erarbeiten-des-grundwissens,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:11
1438,ks1a2b4_1a,kraftvektoren vergleichen,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1438,1438,1438,1438,1438,1438,1438,1438,12/10/2022 11:06,Ks1a2B4_1A: Kraftvektoren vergleichen,ks1a2b4_1a-kraftvektoren-vergleichen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b4_1a-kraftvektoren-vergleichen/,client@lehrit.de,
1439,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1439,1439,1439,1439,1439,1439,1439,1439,12/10/2022 11:06,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,00:00:27
1440,ks1a2b3_1a,vektor zu einer kraft zuordnen,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1440,1440,1440,1440,1440,1440,1440,1440,12/10/2022 11:05,KS1a2B3_1A: Vektor zu einer Kraft zuordnen,ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b3_1a-vektor-zu-einer-kraft-zuordnen/,client@lehrit.de,00:00:19
1441,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1441,1441,1441,1441,1441,1441,1441,1441,12/10/2022 11:04,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,00:01:24
1442,ks1a2b2_1a,kraft als vektor einzeichnen 2d,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1442,1442,1442,1442,1442,1442,1442,1442,12/10/2022 11:03,KS1a2B2_1A: Kraft als Vektor einzeichnen 2D,ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b2_1a-kraft-als-vektor-einzeichnen-2d/,client@lehrit.de,00:00:27
1443,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1443,1443,1443,1443,1443,1443,1443,1443,12/10/2022 11:03,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,00:00:06
1444,ks1a2b1_1a,kraft als vektor einzeichnen 1d,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1444,1444,1444,1444,1444,1444,1444,1444,12/10/2022 11:03,KS1a2B1_1A: Kraft als Vektor einzeichnen 1D,ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2b1_1a-kraft-als-vektor-einzeichnen-1d/,client@lehrit.de,00:00:16
1445,ks1a2,,Kraft als Vektor,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1445,1445,1445,1445,1445,1445,1445,1445,12/10/2022 11:00,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,00:02:20
1446,ks1a4,,Masse,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1446,1446,1446,1446,1446,1446,1446,1446,12/10/2022 11:00,KS1a4: Masse,ks1a4-masse,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,client@lehrit.de,
1447,ks1a5,,Kraft und Gegenkraft,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1447,1447,1447,1447,1447,1447,1447,1447,12/10/2022 11:00,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:03
1448,ks1a4,,Masse,Erarbeiten Grundwissen,Grundgrößen zur Kraft,1448,1448,1448,1448,1448,1448,1448,1448,12/10/2022 11:00,KS1a4: Masse,ks1a4-masse,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/ks1a4b2_1a-masse-an-unterschiedlichen-orten/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,client@lehrit.de,00:00:04
1449,ks3ev1,Test Version 1,,Testen Grundwissen,Besondere Kräfte,1449,1449,1449,1449,1449,1449,1449,1449,12/10/2022 10:48,KS3eV1: Testen des Grundwissens Version 1,ks3ev1-testen-des-grundwissens-version-1,page,HE1022-808,visited,1408fae19fd1279e7b828925f9f58eca,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3e-testen-des-grundwissens/ks3ev1-testen-des-grundwissens-version-1/,client@lehrit.de,
